994,Movie,Lucifer  Tamil ,Prithviraj Sukumaran,2019,13+,173 min,"Action, Drama",A political Godfather  who ruled the God s Own Country  dies and a lot of thieves dressed up as politicians took over the rule  When question arises on the replacement of the  God   just one name emerges   Stephen Nedumbally  
995,Movie,Lucifer  Malayalam ,Prithviraj Sukumaran,2019,13+,172 min,"Action, Drama",A political Godfather  who ruled the God s Own Country  dies and a lot of thieves dressed up as politicians took over the rule  When question arises on the replacement of the  God   just one name emerges   Stephen Nedumbally  
996,Movie,Loyalty And Respect,Quanie Cash,2006,18+,83 min,"Action, Drama, Suspense",Supreme  C E O   is a drug dealer whose life couldn t be better  He has it all  The streets of Cashville have given him everything a he could ask for  Driven by jealousy  his best friend Notorius  Quanie Cash  decides to go after his empire  In doing so  Notorius launches an all out street war  No one is to be trusted because in this city LOYALTY   RESPECT is lost over cash 
997,Movie,Low Tide  4K UHD ,Kevin McMullin,2019,R,86 min,"Action, Arthouse, Arts, Entertainment, and Culture",After Alan   his younger brother find a bag of gold in a dead man s home  an envious friend is willing to do anything to get the money 
998,Movie,Loveyatri   The Journey of Love,Abhiraj K Minawala,2018,13+,133 min,"Comedy, International, Romance",Loveyatri is a contemporary love story of Sushrut and Michelle  which revolves around the festival of Navratri  Sushrut and Michelle s blossoming relationship hits a deadlock and she travels back to UK  Sushrut travels to the UK  to win back his love  it is a musical roller coaster ride of friendship  family  love and relationships culminating with a lot of colour  lights and festivities 
999,Movie,Love s Kitchen,James Hacking,2020,PG-13,90 min,"Comedy, Romance",After a poor review from a critic and a chat from chef Gordon Ramsay  a talented but grief stricken London chef turns a country pub into a gourmet eatery  His dessert trifle catches the eye   and taste   of Kate  and they soon discover that the recipe for true happiness is a pinch of teamwork and a whole lot of love 
1000,Movie,Love  Kennedy,T C  Christensen,2017,PG,92 min,Faith and Spirituality,Kennedy Hansen is a 15 year old girl with three goals  drive a car  date boys and be a cheerleader  Even though she contracts a terrible disease  Kennedy is able to triump over her obstacles and make her dreams come true 
1001,Movie,Love The One You re With,Spencer Collins IV,2021,18+,61 min,"Comedy, LGBTQ",A dramatic comedy that follows a couple  Miles and Avery as they navigate the possible ending of a long term relationship  and a story that explores the issues that black queer men face in modern dating and relationships 
1002,Movie,Love Simple,Mark von Sternberg,2011,16+,86 min,Drama,Adam and Seta fall madly in love after meeting in a Brooklyn laundromat  She suffers from Lupus  He s stuck at home caring for his chronically ill father  Both lie through their teeth to avoid having to reveal they are anything but perfect 
1003,Movie,Love Liza,Todd Louiso,2002,R,90 min,"Arthouse, Comedy, Drama",Following the unexplained suicide of his wife Liza  a web designer turns to gasoline fumes and remote control airplanes while avoiding an inevitable conflict with his mother in law 
1004,Movie,Love Everlasting,Rob Diamond,2016,16+,94 min,Drama,High school senior Bridger  Lucky Blue Smith  in an escape from his abusive stepfather  ends up stuck in a small middle of nowhere town  He soon meets fellow outcast Clover  and sparks fly 
1005,Movie,Love aaj Kal Porshu,Pratim D Gupta,2020,13+,103 min,Drama,Love that remains the same   through time  A tale of two people who find each other   across ages  beyond faces 
1006,Movie,Louisiana Story,Robert Flaherty,1948,18+,80 min,"Adventure, Drama",This was documentary pioneer Robert Flaherty s last feature  Beautifully photographed as a documentary  it was actually sponsored by an oil company to show how oil drilling can co exist in a pristine bayou  The story follows a young cajun boy  Boudreaux  and his parents  who live in the bayou alongside a giant oil derrick  The boy is worried by the noise of the machines  but the oil workers give him a tour of their jobs  showing the benefits of the oil company and promise to leave the bayou unscathed when they leave  Nominated for an Academy Award for writing  Flaherty is most famous for his documentaries   Nanook of the North  and  Man of Aran  
1008,Movie,Lost Child,Ramaa Mosley,2018,16+,101 min,"Horror, Suspense",An army veteran returns home to find her brother  only to discover a lost boy in the woods behind her home  After taking him in  she discovers local folklore about a lifedraining spirit that comes in the form of a child  the Tatterdemalion 
1010,Movie,Lords Of Salem,Rob Zombie,2013,R,101 min,"Horror, Suspense",From the singular mind of horror maestro Rob Zombie comes a nightmare world where evil forces from a Salem  Massachusetts legend unleash terror upon the modern day town 
1011,Movie,Loni Love  America s Sister,Manny Rodriguez,2010,18+,60 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Named by Variety as  One of the top ten comics to watch   comedian Loni Love has taken stand up comedy to new heights 
1012,Movie,Lone Star State of Mind,David Semel,2002,PG-13,88 min,"Comedy, Drama",Earl s engaged to his step sister Baby  Baby has entrusted him to take care of her misfit cousin Junior  Baby is also intent on leaving Texas for LA on Tuesday  When Junior and his recently released ex con friend Tinker rob a pizza delivery boy and end up with  20 000 of drug money Earl is forced onto the scene  giving up his and Baby s LA money to save Juniors limbs 
1013,Movie,Loco Love,Bryan Lewis,2003,PG,95 min,"Comedy, Romance",After losing his restaurant to his ex wife  Donald s gardener wins the lottery   offers him a new restaurant if he agrees to marry his beautiful  but crazy sister so she can get a green card 
1014,Movie,Local Boy,R S Durai Senthilkumar,2020,ALL,140 min,"Action, Drama",An ancient Martial art form of Tamilnadu is in the verge of extinction  The hero wants to make it popular yet again among the current generation showcasing it s rich values   merits  Will the hero be able to accomplish his desire 
1015,Movie,Llamageddon,Howie Dewin,2018,16+,69 min,"Horror, Science Fiction",A killer llama from outer space crash lands on Earth and begins reigning havoc on a group of unsuspecting college partiers
1016,Movie,Liz Stewart  I m Crowning,Cooper Barnes,2018,18+,50 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Comedian Liz Stewart tackles ghosts  drugs  and motherhood in her debut comedy special  filmed while she was 8 1 2 months pregnant 
1017,Movie,Living Well With Dementia,Mark Knight,2014,ALL,24 min,Special Interest,This session is designed for those living with the day to day challenges of dementia to help them better retain their memory and to relax both the mind and body  Dr Daniel J Nightingale helps with reduced anxiety  increased confidence and self esteem  heightened level of relaxation and recollection of significant events  as well as improved communication  socialization and interaction 
1018,Movie,Living and Dying,Jon Keeyes,2007,R,90 min,"Action, Suspense",Two killers turn the tables on a trio of robbers when they find themselves in a hostage situation  Surrounded by the police  the robbers must become the heroes before the killers execute everyone 
1019,Movie,Live from Lincoln Center  Rodgers and Hammerstein s Carousel,Glenn Weiss,2013,13+,133 min,Documentary,Rodgers and Hammerstein composed some of the most glorious music ever written for the stage in Carousel  This is a dazzling adaptation featuring all star performances from Kelli O Hara  Nathan Gunn  and others 
1020,Movie,Little Sweetheart,Anthony Simmons,1989,R,93 min,Suspense,A thriller about a little girl who s spying on two strangers  blackmailing her brother and about to murder her best friend 
1021,Movie,Little Men  1935 ,Phil Rosan  Norman Z  McLeod,1934,7+,77 min,Drama,Taking place after the events in  Little Women   Jo March  O Brien Moore  has married her Professor Bhaer  Morgan   They soon decide to open a school for wayward boys  hoping to give them the guidence to become productive adults  When wayward boy Dan  Darro  is accused of a theft he did not commit  the couple stands behind him until the real thief is caught  The cast of boys include child stars Frankie Darro  Junior Durkin  and Dickie Moore  It s a sentimental tale told with honesty and sincerity  and the best of the  Little Men  movies 
1022,Movie,Little Big Man,Arthur Penn,1970,13+,139 min,"Adventure, Comedy, Drama",In the present day  121 year old Jack Crabb  the oldest living man in the world and residing in a hospice  recounts his plentiful life story to a curious historian  Among other things  Crabb claims to have had been a captive of the Cheyenne  a gunslinger  an associate of Wild Bill Hickok  a scout for General George Armstrong Custer  and the sole white survivor of the Battle of Little Bighorn 
